500 5000
337 198 62
495 482 34
29 306 98
348 300 34
259 314 31
188 272 38
499 493 1
198 252 99
82 229 73
87 297 6
436 469 27
120 80 35
29 294 17
474 361 88
260 71 17
83 78 71
308 188 51
237 34 95
440 426 84
33 180 46
366 198 29
309 418 48
448 129 70
483 330 9
457 56 49
289 85 66
301 500 77
120 364 63
408 88 55
312 387 31
136 337 6
361 343 33
92 454 4
239 73 24
442 19 79
3 179 18
62 175 9
33 493 22
409 442 83
177 96 43
441 344 50
201 380 74
399 15 80
394 415 79
282 479 70
120 424 62
179 306 26
428 368 44
491 104 51
57 52 39
394 64 25
447 180 38
363 265 71
247 166 20
472 179 87
83 247 100
240 189 47
210 3 80
368 115 4
465 494 26
82 185 60
389 362 64
271 462 59
6 222 76
212 94 83
2 465 91
474 390 26
45 467 46
300 493 72
137 223 41
361 350 68
163 274 96
385 145 62
56 437 15
67 406 4
100 190 40
368 311 36
113 492 3
285 116 84
151 473 57
430 283 91
274 255 22
340 403 56
165 297 31
383 148 36
94 153 16
144 109 3
304 398 47
492 441 90
169 16 95
407 118 99
219 55 93
213 429 89
238 459 11
260 362 73
343 467 9
268 449 93
349 36 85
388 459 100
496 389 85
225 27 15
101 110 12
448 286 32
430 331 66
268 419 76
313 346 82
175 233 95
457 391 87
220 374 29
336 92 51
344 194 47
188 130 18
228 243 81
180 152 24
128 257 1
68 338 20
433 34 42
193 360 8
361 312 81
408 265 19
345 177 76
327 252 44
176 210 66
123 62 46
272 68 49
369 391 43
443 151 67
65 280 86
383 452 58
284 263 35
279 494 26
306 336 79
331 491 84
314 444 98
455 252 45
76 68 68
250 257 94
140 191 84
378 205 10
339 329 65
73 419 21
345 40 46
407 144 18
276 91 96
425 357 15
493 247 8
220 77 58
200 113 10
498 150 65
402 469 5
41 364 75
14 171 84
178 472 30
209 480 45
210 393 19
304 136 57
265 180 59
239 318 36
272 157 21
79 93 98
253 479 87
408 64 10
261 106 95
89 423 16
57 236 81
19 90 72
42 101 37
224 7 42
442 477 1
68 415 91
368 132 74
276 28 7
212 285 85
25 332 8
372 286 8
334 432 34
350 80 79
452 321 66
470 279 8
368 239 74
333 326 29
326 322 36
100 230 13
46 121 82
187 276 1
145 220 32
407 112 15
492 445 59
305 227 98
45 233 50
10 449 29
170 391 81
288 79 2
445 97 62
439 101 25
302 50 49
255 225 10
317 65 56
176 318 2
50 194 86
165 440 48
362 85 42
208 271 10
153 476 96
254 327 26
303 9 39
374 324 30
217 365 89
42 427 51
14 477 50
478 77 13
248 20 52
17 205 93
161 8 52
381 469 25
125 233 31
76 264 58
297 8 43
180 145 13
447 59 59
428 118 75
357 37 7
378 393 71
358 191 42
132 116 31
41 220 93
360 208 27
61 239 4
67 451 46
197 382 29
17 383 15
338 57 84
289 315 43
247 489 11
67 189 43
481 213 95
7 67 13
396 72 38
440 290 94
500 356 66
473 8 19
280 167 74
192 182 74
281 378 70
63 100 42
153 252 51
326 53 48
262 172 2
257 380 37
279 7 22
51 231 42
235 402 34
11 445 42
214 178 75
15 7 16
187 363 7
206 227 17
309 247 90
49 286 45
500 330 90
325 432 58
370 183 3
498 82 66
422 156 75
227 393 51
394 66 47
182 338 47
72 459 65
235 154 87
1 358 18
327 84 58
414 48 31
453 30 83
399 36 62
238 437 57
405 76 56
254 199 46
156 416 49
165 276 44
352 16 61
432 23 11
312 38 60
393 245 20
482 110 48
440 376 59
24 36 44
183 25 29
45 74 65
222 126 27
328 61 77
219 362 32
242 321 55
100 493 51
477 499 95
485 198 22
78 473 1
248 67 39
48 330 5
338 161 38
103 138 21
347 65 47
402 375 44
131 334 12
232 275 88
450 214 25
426 373 48
157 296 71
349 288 85
172 290 77
94 489 43
152 342 11
464 348 34
203 121 9
14 291 2
304 118 64
417 291 78
377 376 78
208 408 91
442 255 44
362 335 34
152 411 25
305 225 94
488 109 66
184 75 88
17 83 97
14 126 38
347 471 14
373 154 100
480 31 73
31 404 80
100 465 45
261 294 72
97 108 17
422 1 92
210 262 54
357 135 79
399 238 26
300 26 45
195 366 33
24 405 53
475 294 73
100 283 33
477 276 22
223 242 11
173 188 41
447 412 94
142 61 94
143 430 11
416 62 90
83 197 79
311 131 70
311 463 42
274 48 31
394 254 48
40 273 29
35 371 60
450 306 39
400 365 22
226 71 5
68 87 34
315 387 35
340 478 51
114 478 12
34 116 91
245 220 19
140 52 71
279 265 5
254 138 37
68 397 14
330 191 13
280 352 77
496 113 36
115 84 39
354 425 55
125 56 4
169 120 23
421 342 68
420 246 78
71 37 64
386 96 32
340 121 50
383 245 11
89 324 73
313 220 64
157 89 85
397 128 22
398 230 1
278 374 32
31 309 56
372 459 75
159 78 92
232 109 31
362 390 6
291 86 81
106 86 74
19 92 21
357 391 97
139 200 30
442 169 6
304 60 1
355 262 73
222 16 65
18 133 51
173 50 41
164 438 95
164 286 11
133 288 76
71 15 55
436 316 66
388 54 63
480 418 7
47 280 1
82 16 56
35 130 15
492 67 15
151 26 19
340 144 55
205 127 97
94 451 13
205 99 3
74 166 93
358 322 53
418 136 8
479 50 34
250 122 41
281 264 26
492 215 47
301 149 84
228 488 48
91 382 53
44 479 10
181 211 36
179 438 1
3 188 29
487 249 73
299 354 31
157 266 79
408 318 98
472 3 70
143 249 28
155 400 35
480 250 9
169 357 30
259 495 19
224 96 68
333 145 67
66 435 42
27 299 30
407 303 99
223 408 83
8 92 22
30 105 61
345 75 63
416 305 28
310 248 82
185 307 29
153 1 93
78 406 82
40 26 1
106 468 12
448 319 19
57 137 88
239 1 77
256 55 66
197 71 33
316 117 52
493 432 76
180 130 69
471 349 85
268 447 28
436 422 34
478 269 99
106 25 76
162 405 81
137 286 11
189 285 64
347 318 30
331 126 91
54 278 87
472 310 94
227 69 96
134 383 60
315 301 39
352 102 86
139 44 40
445 157 58
24 250 84
448 216 37
69 74 84
198 382 90
13 115 85
463 293 52
492 438 57
97 433 79
319 253 99
398 72 4
82 251 49
191 70 92
32 418 6
50 108 32
24 179 68
31 431 34
321 155 40
14 57 9
25 458 2
446 193 69
18 232 49
450 425 17
37 34 50
444 307 66
428 126 40
250 328 28
178 362 74
69 138 18
210 50 97
233 108 86
172 389 12
287 132 7
378 159 22
422 288 51
129 482 68
402 4 50
209 306 91
174 440 78
88 337 76
95 63 31
324 144 5
290 97 54
276 159 95
99 347 65
225 152 5
136 25 32
372 116 61
307 431 6
296 126 75
278 457 63
417 457 79
334 243 84
379 23 96
61 308 89
284 393 31
160 153 84
145 144 16
424 66 87
485 282 3
307 259 56
247 32 44
265 398 58
283 335 88
190 103 73
86 460 28
63 347 45
311 197 27
108 106 94
11 183 64
316 370 73
459 17 7
158 14 25
251 388 83
29 77 23
173 28 17
123 283 55
305 273 96
226 205 100
361 285 55
191 220 59
144 330 11
49 483 80
35 392 20
200 358 38
328 456 17
193 456 19
186 399 50
166 239 55
108 408 89
121 208 61
161 346 95
329 226 10
227 248 37
115 267 58
150 189 66
85 440 55
453 434 7
244 132 5
22 433 96
91 290 63
262 43 33
432 29 89
251 142 57
227 53 18
234 19 49
173 68 32
154 447 50
263 254 92
368 493 50
268 41 34
104 312 100
396 65 55
389 134 89
253 495 90
308 109 43
205 202 45
169 194 30
17 209 40
310 140 52
434 442 74
403 456 53
271 412 97
256 255 15
32 152 41
350 345 39
80 334 5
346 294 79
482 226 100
238 13 100
371 109 84
11 56 54
343 48 51
22 353 95
48 354 36
10 222 71
442 308 55
185 405 35
269 388 14
451 352 85
257 221 32
360 151 94
346 1 18
249 150 30
488 370 28
215 490 86
418 478 5
289 250 71
135 344 95
120 90 85
371 103 93
218 484 67
24 228 87
260 221 59
7 18 81
313 486 47
353 418 47
470 378 1
194 158 65
157 286 30
39 272 74
194 309 54
370 6 36
327 368 55
496 416 9
459 308 74
175 62 57
475 295 48
101 177 95
227 202 23
240 299 8
350 17 87
372 243 44
340 107 39
410 345 86
455 471 1
3 21 7
332 42 10
401 482 38
96 55 64
221 250 32
448 497 46
189 454 48
230 160 26
427 32 74
424 233 54
324 447 75
228 329 42
341 197 19
466 182 24
117 408 23
305 487 5
479 180 52
237 185 89
459 370 33
401 327 31
49 381 59
183 355 74
81 63 69
500 390 69
286 351 44
481 351 68
72 205 20
326 194 43
134 141 39
137 383 30
490 156 45
37 399 20
315 203 44
260 202 37
65 142 72
381 22 93
363 276 11
206 300 1
468 168 20
352 273 68
27 302 59
25 146 5
300 295 93
247 310 50
394 337 82
105 246 48
455 271 63
259 485 44
212 164 32
136 261 46
302 64 8
369 262 80
110 190 92
131 233 97
48 99 3
176 423 56
123 334 92
290 212 94
445 385 13
289 231 68
483 38 71
109 28 67
122 266 33
171 188 68
58 348 92
179 262 75
48 408 79
353 234 26
27 337 18
208 107 46
161 229 32
422 45 73
126 406 22
147 158 17
182 372 49
448 358 47
161 218 86
393 297 43
240 113 24
377 398 76
231 48 75
409 227 85
63 71 94
347 303 76
144 233 24
473 61 20
217 74 4
11 397 49
127 430 75
389 381 1
368 20 86
11 156 19
154 235 100
336 22 90
1 373 92
362 124 77
469 449 68
195 115 96
424 440 9
296 356 84
227 338 58
12 305 56
206 149 22
102 141 71
423 242 74
72 234 14
268 446 51
137 188 69
38 315 87
2 32 90
239 263 31
498 245 69
20 12 27
288 358 7
131 273 99
175 62 98
357 119 26
316 185 21
142 169 54
381 488 16
205 294 91
173 330 81
121 44 38
416 448 89
397 94 98
327 124 92
220 121 16
400 36 99
155 320 100
31 458 65
102 437 73
476 309 76
328 297 72
126 250 56
475 447 8
14 391 74
291 495 44
185 481 39
95 97 60
374 108 13
95 234 89
458 449 37
76 34 11
425 36 12
272 134 89
161 34 24
252 310 19
7 157 9
146 116 45
44 209 21
76 372 88
159 158 86
44 395 21
483 423 87
57 13 26
115 483 56
338 12 10
349 198 8
496 153 28
361 264 96
421 232 99
38 276 99
123 196 100
211 265 89
340 163 34
496 278 37
245 421 68
199 145 1
27 122 74
207 488 78
499 233 84
304 392 47
223 173 57
447 6 64
307 140 41
414 172 92
104 307 82
234 274 38
443 334 77
63 391 72
478 230 93
344 1 36
153 191 2
47 423 27
1 105 41
340 488 36
18 297 22
239 259 77
300 318 39
273 268 28
260 358 28
314 171 40
282 233 95
67 270 68
479 103 76
120 138 40
152 93 44
121 285 20
239 347 26
381 218 6
57 212 55
345 302 59
472 123 43
431 500 48
473 388 46
203 248 87
457 422 18
335 155 90
133 410 63
192 305 40
84 343 42
225 254 52
466 451 45
133 459 82
75 121 16
272 60 78
190 101 87
41 487 70
20 383 59
93 446 34
321 87 60
317 499 25
408 91 23
331 438 3
168 227 43
52 317 72
50 195 8
4 392 33
401 327 20
442 22 53
446 374 73
298 135 40
275 474 73
153 483 48
466 378 50
218 250 2
363 410 83
173 37 91
203 128 50
164 279 2
288 129 42
261 297 7
461 358 31
489 183 63
239 353 15
486 318 16
399 280 8
489 435 49
149 317 78
300 350 91
478 128 63
471 153 24
323 68 74
29 282 26
484 27 8
188 409 36
192 206 29
436 443 67
37 453 80
39 287 4
429 307 65
269 110 35
308 39 94
59 156 70
389 335 59
364 273 91
409 304 34
443 58 65
208 305 62
126 286 2
143 393 59
409 388 32
434 500 62
95 166 6
380 289 84
100 55 56
315 47 100
479 350 82
400 227 87
422 408 40
121 331 99
410 137 27
270 366 98
227 231 52
129 370 4
294 79 96
371 389 64
158 299 67
191 461 44
365 211 98
41 137 40
438 451 31
215 191 90
437 341 9
272 220 61
169 174 45
57 107 94
105 28 2
375 283 10
161 120 97
95 415 31
342 246 57
192 270 17
328 265 13
3 188 20
174 188 22
439 444 72
313 426 29
413 149 19
154 57 94
284 132 26
438 123 66
290 368 99
254 242 32
8 291 30
46 223 94
441 130 43
279 64 74
224 252 55
248 215 73
452 277 47
433 317 96
353 41 13
390 400 78
212 353 28
201 306 69
79 41 49
233 252 36
51 284 50
210 490 63
72 380 19
244 428 11
487 335 13
80 278 95
399 196 81
353 241 44
252 49 30
481 479 99
221 130 20
26 209 77
267 497 88
88 93 26
215 421 63
143 91 77
290 158 45
329 35 39
201 481 57
261 278 95
402 385 75
235 92 73
85 297 24
162 278 70
207 144 30
168 94 35
407 353 53
85 450 47
380 11 88
379 227 25
130 338 63
353 429 36
337 241 64
350 377 69
287 155 23
366 346 55
138 355 89
335 246 90
447 84 39
126 229 40
312 112 31
360 463 59
126 285 3
63 123 48
431 455 84
378 49 60
439 411 61
5 267 60
189 90 18
449 356 6
438 472 60
247 165 7
57 380 56
376 476 4
37 65 55
328 166 74
277 293 1
361 194 59
72 367 54
349 340 55
49 233 99
283 378 64
26 352 58
429 499 65
103 130 6
204 250 46
54 385 56
226 253 51
264 200 69
215 50 42
325 430 31
189 317 41
364 286 17
450 297 42
464 325 35
454 147 23
44 89 47
115 436 21
101 380 37
254 132 31
472 373 35
463 381 2
423 4 44
461 473 54
259 160 32
223 186 15
461 70 61
325 335 48
353 74 16
169 82 8
23 325 37
432 436 3
106 59 80
125 20 55
153 25 83
440 79 30
159 236 31
219 92 10
84 417 100
321 74 85
46 116 6
39 89 19
190 39 13
410 309 1
184 243 69
483 462 50
150 49 42
320 125 45
426 245 41
484 150 4
75 476 90
393 321 96
36 449 14
491 220 60
91 339 29
412 11 39
397 469 51
333 19 65
20 281 64
291 453 6
47 99 33
392 299 73
232 344 73
333 447 11
353 67 50
233 293 33
208 60 41
79 11 83
367 492 59
368 323 82
312 390 51
356 72 86
56 498 4
483 497 46
448 181 15
418 143 6
390 90 63
118 495 35
312 315 52
268 284 89
425 449 13
226 378 7
156 259 56
328 368 78
373 385 48
466 248 46
380 26 55
456 70 97
366 99 5
426 126 6
147 465 57
418 252 97
325 225 37
458 239 38
174 232 87
216 270 22
95 87 1
285 357 68
342 208 51
333 500 30
200 199 30
403 413 32
456 308 51
92 294 51
139 155 50
401 398 68
18 31 31
143 373 28
20 315 98
228 373 99
33 380 45
421 143 75
30 120 55
188 342 39
86 196 16
130 199 17
329 327 95
267 119 65
259 486 75
70 55 53
257 174 38
29 103 37
435 350 20
78 253 100
408 249 12
50 440 43
89 179 72
149 221 56
70 484 83
335 109 22
156 291 93
147 26 17
486 89 7
360 454 99
329 361 80
305 101 53
107 116 69
445 32 11
472 208 91
354 396 3
131 85 44
242 403 13
47 253 67
328 185 40
68 94 32
382 339 92
225 480 83
310 449 70
267 147 38
453 79 30
19 122 64
200 321 36
278 292 3
301 428 33
228 39 89
169 102 34
479 231 7
196 433 17
361 294 51
473 392 61
221 258 38
476 398 84
209 68 19
21 126 48
318 448 42
436 483 52
280 177 2
457 488 6
4 469 50
357 342 29
60 482 10
199 446 10
234 430 32
466 251 90
215 351 45
484 175 76
301 417 15
407 397 82
290 325 4
79 440 81
118 367 89
30 169 81
363 338 38
53 349 92
149 441 90
363 133 99
7 241 58
495 222 61
260 217 7
141 319 4
296 234 57
440 420 12
378 454 73
217 202 84
198 280 62
204 433 9
442 66 57
494 352 92
338 55 78
67 400 36
193 87 22
34 325 41
161 36 92
467 480 85
378 400 22
480 267 87
138 431 8
267 372 30
377 489 13
311 167 21
331 270 46
130 418 47
103 120 100
101 223 97
6 467 74
472 140 18
413 200 97
235 295 78
123 324 31
45 192 90
90 401 49
415 388 46
246 14 24
347 197 19
268 129 81
47 120 30
410 312 41
8 149 63
341 106 32
235 179 62
186 462 29
384 328 17
279 27 16
178 175 79
364 239 22
292 386 12
159 441 48
99 149 55
379 153 85
263 110 71
170 493 90
289 23 45
380 466 54
122 495 53
81 271 12
186 334 43
249 92 39
374 385 48
486 415 96
217 352 31
239 100 51
63 489 11
91 393 82
93 285 65
340 87 38
284 134 68
5 172 78
129 256 52
275 350 56
413 421 11
451 207 71
63 224 36
423 106 54
206 113 27
383 250 83
164 433 12
14 434 74
447 380 36
402 84 4
460 450 21
471 197 24
462 372 63
312 231 63
387 449 22
185 241 9
442 434 71
317 33 32
69 403 69
220 42 82
352 404 41
394 284 48
243 381 54
418 413 67
238 60 92
54 410 1
273 277 37
482 276 5
265 11 10
37 51 44
299 4 70
175 462 87
6 409 62
108 47 59
87 221 42
35 102 23
114 182 85
302 256 19
452 412 14
161 178 81
256 247 51
253 321 14
403 179 30
39 96 92
393 466 65
491 258 12
406 165 32
378 134 7
14 348 45
32 298 17
145 91 89
301 141 7
75 216 54
391 115 37
158 291 30
3 416 55
101 52 57
7 190 80
407 177 84
417 281 22
34 19 88
365 132 96
379 71 82
104 242 72
393 312 66
365 144 72
347 167 89
486 319 21
262 466 97
51 214 96
445 195 90
460 254 22
136 466 50
144 457 38
230 421 46
413 160 63
74 347 79
194 79 96
396 467 6
21 418 40
249 366 51
91 291 29
351 253 52
377 369 10
14 316 26
242 126 36
163 459 73
142 301 35
346 247 2
402 380 89
239 423 4
223 328 91
111 135 30
9 480 100
337 324 23
295 146 90
191 183 18
369 241 15
136 44 52
473 341 33
89 287 3
252 274 30
330 77 9
432 52 5
246 13 13
430 354 52
328 486 97
489 53 52
251 59 14
139 339 68
50 405 87
65 337 81
224 154 47
415 139 8
325 44 65
340 417 57
410 171 60
499 461 58
318 10 28
344 148 20
341 191 99
439 276 64
132 341 75
278 136 43
120 261 62
226 165 43
206 359 17
53 499 47
254 332 14
430 27 70
202 478 91
261 246 5
15 496 29
89 295 27
302 225 34
35 421 18
189 69 61
171 291 56
365 243 42
292 289 96
425 423 56
395 46 5
270 80 27
255 345 82
486 440 98
131 133 96
27 8 76
496 393 89
2 49 80
121 215 13
14 376 25
322 195 56
187 435 22
331 261 25
7 297 100
256 374 22
146 105 83
58 479 44
314 10 10
54 47 49
351 177 27
418 497 80
359 102 32
273 432 97
246 471 49
5 102 91
424 247 40
29 209 42
171 278 6
477 261 74
220 37 14
100 52 67
193 362 93
97 78 96
356 351 80
15 368 40
362 465 51
446 211 48
250 207 47
249 379 7
163 231 99
275 494 41
399 80 78
375 285 77
364 405 36
73 326 12
150 420 22
321 22 27
103 239 48
366 131 71
122 268 93
363 325 75
106 77 12
214 80 58
105 36 68
12 1 84
495 84 1
240 410 54
270 59 85
137 475 92
247 61 34
67 103 21
25 214 13
43 12 87
402 366 83
153 362 48
425 155 5
255 279 1
155 204 72
224 23 68
326 184 98
333 3 12
378 415 13
331 461 72
116 422 99
367 304 38
315 139 6
265 351 57
154 479 28
192 241 82
348 382 74
443 75 40
406 488 95
67 397 51
209 437 96
38 18 66
275 106 41
468 442 22
258 238 71
449 22 95
462 392 43
452 481 17
232 198 26
415 164 2
302 494 29
406 125 44
1 84 40
423 340 80
298 239 13
174 78 62
206 66 87
382 256 19
143 125 77
458 117 63
359 233 43
11 226 69
160 122 65
312 103 28
264 291 24
348 33 45
429 209 39
468 198 90
257 172 92
155 477 31
95 194 84
248 182 35
234 134 81
269 475 62
167 155 92
77 444 71
119 273 27
280 223 54
130 422 39
337 14 59
487 445 86
206 439 38
258 98 15
258 316 86
488 231 90
495 266 45
16 55 15
365 180 80
217 311 26
77 258 38
270 294 57
308 382 10
12 32 58
364 176 53
32 398 7
306 147 62
224 242 24
286 128 90
287 60 59
138 218 17
49 150 75
396 177 93
195 74 67
17 54 88
281 430 79
483 391 36
141 118 36
460 361 85
286 423 23
454 221 98
140 98 9
156 374 78
54 213 95
74 472 54
197 359 51
482 36 55
499 480 10
109 26 18
428 139 34
63 175 35
357 37 69
147 482 29
148 500 75
129 434 17
494 317 12
83 163 51
360 105 22
176 452 39
70 393 94
197 113 70
131 257 14
284 230 53
36 370 70
178 267 57
477 221 39
6 240 15
7 373 48
465 277 57
401 292 33
306 273 32
378 347 71
109 445 8
162 191 19
183 277 43
283 320 53
466 451 30
467 68 63
257 342 34
424 145 70
329 18 41
477 83 54
314 183 39
271 234 40
408 407 25
254 397 14
439 351 66
174 116 21
403 68 91
275 171 99
53 325 77
90 34 66
106 372 39
38 43 98
444 240 22
31 323 73
243 420 53
308 88 78
353 15 84
29 308 29
331 246 16
478 452 14
476 382 29
464 18 55
423 349 92
117 137 100
241 189 64
207 300 56
489 337 83
67 423 82
262 65 59
161 240 45
81 15 45
378 434 67
124 166 81
326 70 25
495 459 84
324 97 43
204 142 16
225 36 69
305 185 71
173 156 41
417 44 15
356 305 66
467 152 35
308 136 16
38 391 16
217 11 57
326 469 97
95 63 1
17 367 59
81 165 45
239 71 67
306 409 68
30 449 58
439 74 53
71 263 73
355 123 81
157 153 65
168 23 95
64 100 84
220 452 75
375 178 7
325 317 69
265 294 24
74 121 88
317 164 32
131 430 75
411 72 29
4 19 86
375 205 34
267 105 47
157 247 96
215 324 80
452 412 77
422 428 39
459 171 35
159 4 35
497 204 58
266 135 1
131 178 27
299 348 74
351 137 50
19 363 35
400 218 29
68 210 69
284 206 35
248 382 99
168 33 89
385 428 82
283 154 29
429 13 53
119 478 47
208 226 41
453 53 77
118 445 57
378 8 95
139 283 34
133 336 83
188 58 62
386 457 33
348 309 75
230 173 73
69 223 8
477 123 5
408 30 84
25 476 98
431 429 89
21 132 24
474 161 33
72 99 89
284 461 1
129 39 40
63 314 71
168 319 61
269 215 33
329 472 93
201 1 71
346 467 33
286 385 99
286 450 92
302 318 13
40 174 37
145 429 32
93 213 2
332 333 14
127 43 18
465 477 11
498 402 42
243 371 30
359 136 31
241 297 25
52 309 60
160 480 72
231 170 3
126 214 96
177 43 33
386 496 57
423 341 3
180 136 67
99 112 33
426 459 31
158 152 49
493 139 40
123 489 33
478 443 74
307 361 26
16 20 25
7 283 2
336 436 60
253 268 81
17 464 90
157 21 46
292 426 59
125 430 81
452 204 79
22 159 8
219 225 43
100 218 6
136 481 31
15 223 99
62 5 89
461 369 46
203 322 46
63 146 82
99 367 55
317 21 91
246 69 1
80 317 67
